timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2017-08-17,4285.08,4485.39,4200.74,4285.08,795.15037700,1503014399999,3454770.05073206,3427,616.24854100,2678216.40060401,0
2017-08-18,4108.37,4371.52,3938.77,4108.37,1199.88826400,1503100799999,5086958.30617151,5233,972.86871000,4129123.31651808,0
2017-08-19,4139.98,4184.69,3850.0,4139.98,381.30976300,1503187199999,1549483.73542151,2153,274.33604200,1118001.87008735,0
2017-08-20,4086.29,4211.08,4032.62,4086.29,467.08302200,1503273599999,1930364.39032646,2321,376.79594700,1557401.33373730,0
2017-08-21,4016.0,4119.62,3911.79,4016.0,691.74306000,1503359999999,2797231.71402728,3972,557.35610700,2255662.55315837,0
2017-08-22,4040.0,4104.82,3400.0,4040.0,966.68485800,1503446399999,3752505.77214051,6494,423.99518100,1637188.36934226,0
2017-08-23,4114.01,4265.8,4013.89,4114.01,1001.13656500,1503532799999,4148686.46581968,8629,309.41909200,1293567.09519463,0
2017-08-24,4316.01,4371.68,4085.01,4316.01,787.41875300,1503619199999,3296476.41316476,6247,206.82041200,868379.06413120,0
2017-08-25,4280.68,4453.91,4247.48,4280.68,573.61274000,1503705599999,2484637.34936327,6554,100.09797400,434577.13574645,0
2017-08-26,4337.44,4367.0,4212.41,4337.44,228.10806800,1503791999999,977865.73333210,2260,56.19014100,241363.80050245,0
2017-08-27,4310.01,4400.0,4285.54,4310.01,350.69258500,1503878399999,1521580.06202557,3670,101.65135800,442442.17937215,0
2017-08-28,4386.69,4399.82,4124.54,4386.69,603.84161600,1503964799999,2591660.52579953,4349,142.78778200,612364.20611134,0
2017-08-29,4587.48,4625.85,4313.55,4587.48,603.54502800,1504051199999,2682483.73582991,4159,143.44256700,641982.02068658,0
2017-08-30,4555.14,4647.51,4416.01,4555.14,808.46877100,1504137599999,3683714.68666123,5551,196.06225200,894620.23750883,0
2017-08-31,4724.89,4745.42,4555.14,4724.89,556.95680200,1504223999999,2579878.72401184,4161,131.94732500,614342.53390234,0
2017-08-31,4724.89,4745.42,4555.14,4724.89,556.95680200,1504223999999,2579878.72401184,4161,131.94732500,614342.53390234,0
2017-09-01,4834.91,4885.55,4654.88,4834.91,560.66636600,1504310399999,2665165.55924616,4000,118.66010300,566254.43089734,0
2017-09-02,4472.14,4939.19,4286.87,4472.14,929.14859500,1504396799999,4257723.94481700,7475,379.19986300,1738334.08541735,0
2017-09-03,4509.08,4714.76,4298.33,4509.08,691.21619800,1504483199999,3121052.75230181,6022,258.93453600,1169644.69159694,0
2017-09-04,4100.11,4527.49,3972.51,4100.11,1394.64461400,1504569599999,5909947.49008974,9317,578.60085100,2460362.61291664,0
2017-09-05,4366.47,4484.99,3603.0,4366.47,1228.93815700,1504655999999,5083453.18675071,10084,533.47606500,2214297.83961246,0
2017-09-06,4619.77,4662.87,4335.26,4619.77,807.36372600,1504742399999,3626346.05544323,7956,422.92306300,1903231.74091540,0
2017-09-07,4691.61,4788.59,4438.19,4691.61,500.42997500,1504828799999,2305795.13638315,3070,240.68394900,1111299.24357466,0
2017-09-08,4282.8,4735.39,4028.93,4282.8,1132.25504600,1504915199999,4866527.22639337,4733,465.96211900,2004277.28941755,0
2017-09-09,4258.81,4426.62,4150.06,4258.81,658.78295200,1505001599999,2815383.46568698,3777,287.98980500,1233627.00774409,0
