timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2017-08-20 00:00:00,4094.62,4139.98,4044.0,4094.62,6.61128300,1503201599999,27090.32379014,79,5.75838500,23607.94873166,0
2017-08-20 04:00:00,4155.87,4156.56,4081.19,4155.87,28.60391000,1503215999999,117539.17487370,275,20.14808700,82819.22457595,0
2017-08-20 08:00:00,4106.53,4211.08,4032.62,4106.53,36.01994300,1503230399999,148442.01320702,268,20.25905500,83560.55317922,0
2017-08-20 12:00:00,4125.0,4125.43,4063.35,4125.0,29.11326600,1503244799999,119507.05568627,128,22.33098600,91722.20319178,0
2017-08-20 16:00:00,4164.6,4185.94,4091.59,4164.6,169.99551700,1503259199999,703376.44563256,689,146.82569800,607419.74852118,0
2017-08-20 20:00:00,4086.29,4171.62,4069.13,4086.29,196.73910300,1503273599999,814409.37713677,882,161.47373600,668271.65553751,0
2017-08-21 00:00:00,4084.76,4119.62,4039.0,4084.76,220.83814300,1503287999999,901616.43215732,931,192.38554200,785426.80240148,0
2017-08-21 04:00:00,4043.63,4104.68,3953.4,4043.63,222.57512900,1503302399999,897752.76476758,1200,179.07342500,722314.65230777,0
2017-08-21 08:00:00,4023.11,4088.12,4000.01,4023.11,78.87831400,1503316799999,318369.89414274,454,63.70572200,257161.36030859,0
2017-08-21 12:00:00,4022.0,4023.11,3911.79,4022.0,43.76279600,1503331199999,174413.62639185,479,17.95457400,71741.59675776,0
2017-08-21 16:00:00,4027.05,4042.11,3918.8,4027.05,24.46693000,1503345599999,97897.65595292,330,17.92331300,71826.65385753,0
2017-08-21 20:00:00,4016.0,4070.49,3950.0,4016.0,101.22174800,1503359999999,407181.34061487,578,86.31353100,347191.48752524,0
2017-08-22 00:00:00,3862.39,4016.0,3688.97,3862.39,114.68534600,1503374399999,442744.57170483,731,79.20673000,306369.37780113,0
2017-08-22 04:00:00,3798.08,3868.57,3400.0,3798.08,167.22151900,1503388799999,627645.60716665,935,109.43445400,413851.45400960,0
2017-08-22 08:00:00,3866.48,3920.31,3750.08,3866.48,221.73123600,1503403199999,854175.43470761,1466,138.50272700,532978.70005289,0
2017-08-22 12:00:00,3858.23,3990.12,3786.81,3858.23,179.35842100,1503417599999,698287.50405772,1471,42.15569300,164971.01764635,0
2017-08-22 16:00:00,3984.24,4104.82,3853.47,3984.24,159.53565500,1503431999999,634541.12778918,1017,28.13859100,112421.52695131,0
2017-08-22 20:00:00,4040.0,4061.54,3944.03,4040.0,124.15268100,1503446399999,495111.52671452,874,26.55698600,106596.29288098,0
2017-08-23 00:00:00,4100.41,4127.99,4013.89,4100.41,159.65838400,1503460799999,651005.60763807,997,23.42049300,95805.17621647,0
2017-08-23 04:00:00,4074.88,4115.87,4035.32,4074.88,141.83960300,1503475199999,578320.10546274,1111,27.28419900,111713.50015777,0
2017-08-23 08:00:00,4237.99,4242.32,4057.0,4237.99,135.02402200,1503489599999,562615.54910386,1053,36.19523000,151733.19746311,0
2017-08-23 12:00:00,4197.05,4265.8,4150.65,4197.05,237.36056900,1503503999999,997806.79953809,2601,128.94771500,543061.81819453,0
2017-08-23 16:00:00,4117.07,4259.58,4103.51,4117.07,174.63758500,1503518399999,731256.24764675,1856,53.98407800,227813.43154504,0
2017-08-23 20:00:00,4114.01,4178.65,4069.8,4114.01,152.61640200,1503532799999,627682.15643017,1011,39.58737700,163439.97161771,0
2017-08-24 00:00:00,4113.58,4204.55,4085.01,4113.58,123.52015000,1503547199999,511550.36438993,903,27.06074300,112391.45240915,0
2017-08-24 04:00:00,4153.32,4177.64,4090.39,4153.32,123.17946000,1503561599999,509864.53980426,789,21.65614900,89962.47513220,0
2017-08-24 08:00:00,4202.0,4250.94,4150.0,4202.0,171.48648800,1503575999999,718060.12124621,1714,73.05585000,306499.16391631,0
2017-08-24 12:00:00,4222.0,4250.9,4136.33,4222.0,146.99734200,1503590399999,615368.84552887,1264,43.38273200,181977.61101503,0
2017-08-24 16:00:00,4216.07,4250.77,4178.22,4216.07,111.57935800,1503604799999,469850.39412688,839,16.24123000,68603.33868704,0
2017-08-24 20:00:00,4316.01,4371.68,4193.17,4316.01,110.65595500,1503619199999,471782.14806861,738,25.42370800,108945.02297147,0
2017-08-25 00:00:00,4312.69,4370.0,4295.75,4312.69,141.10452600,1503633599999,611984.04895229,1511,28.50808800,123930.30981983,0
2017-08-25 04:00:00,4329.0,4362.0,4267.5,4329.0,101.50954300,1503647999999,437863.45460033,925,18.26273600,79005.68235136,0
2017-08-25 08:00:00,4361.27,4361.28,4298.74,4361.27,74.43306000,1503662399999,322437.97728068,694,15.95957100,69337.48965379,0
2017-08-25 12:00:00,4394.36,4422.29,4261.13,4394.36,164.20665600,1503676799999,710205.00769493,2407,23.93043100,103694.08634920,0
2017-08-25 16:00:00,4307.17,4453.91,4284.11,4307.17,52.39933000,1503691199999,230331.50713670,518,8.16205100,35850.76446313,0
2017-08-25 20:00:00,4280.68,4365.0,4247.48,4280.68,39.95962500,1503705599999,171815.35369834,499,5.27509700,22758.80310914,0
2017-08-26 00:00:00,4297.94,4315.0,4228.99,4297.94,41.63856800,1503719999999,178220.54844697,425,5.69084600,24444.92494631,0
2017-08-26 04:00:00,4319.7,4319.7,4252.44,4319.7,28.70728800,1503734399999,123253.55557526,264,7.44095800,32017.76138539,0
2017-08-26 08:00:00,4288.72,4319.7,4260.88,4288.72,36.15308100,1503748799999,155418.86316773,242,6.65041700,28663.45445840,0
2017-08-26 12:00:00,4275.0,4306.74,4221.14,4275.0,34.65498400,1503763199999,147798.52539778,364,11.24579900,48069.60621030,0
2017-08-26 16:00:00,4293.52,4351.32,4212.41,4293.52,47.43110800,1503777599999,202533.71619518,550,16.11948900,69037.42708171,0
2017-08-26 20:00:00,4337.44,4367.0,4279.0,4337.44,39.52303900,1503791999999,170640.52454918,415,9.04263200,39130.62642034,0
2017-08-27 00:00:00,4314.91,4400.0,4314.91,4314.91,62.98038800,1503806399999,274219.29999526,731,18.20244800,79393.00611610,0
2017-08-27 04:00:00,4313.84,4370.85,4293.42,4313.84,47.47819900,1503820799999,205503.40860345,500,7.93059100,34370.62024775,0
2017-08-27 08:00:00,4323.37,4352.34,4285.56,4323.37,57.13868200,1503835199999,246810.84707828,863,20.35779400,88196.52071802,0
2017-08-27 12:00:00,4325.0,4340.0,4285.54,4325.0,35.27742400,1503849599999,152269.97962719,448,6.56283500,28386.25051276,0
2017-08-27 16:00:00,4368.41,4386.78,4290.01,4368.41,72.11126000,1503863999999,313605.68114778,588,30.33178400,132177.57760319,0
2017-08-27 20:00:00,4310.01,4386.79,4309.6,4310.01,75.70663200,1503878399999,329170.84557361,540,18.26590600,79918.20417433,0
2017-08-28 00:00:00,4239.37,4330.36,4239.36,4239.37,73.29535500,1503892799999,314379.26640406,629,12.49560200,53849.44762769,0
2017-08-28 04:00:00,4261.9,4297.11,4124.54,4261.9,94.39719800,1503907199999,396586.34938988,913,47.61399900,200858.55109728,0
2017-08-28 08:00:00,4308.0,4365.4,4226.93,4308.0,121.72203400,1503921599999,521484.88036312,670,38.24161800,164794.32887094,0
2017-08-28 12:00:00,4273.59,4347.0,4271.03,4273.59,121.85855100,1503935999999,524244.46820398,779,24.12777000,104303.25268809,0
2017-08-28 16:00:00,4321.65,4370.45,4273.59,4321.65,107.22567700,1503950399999,464100.18749907,757,9.15892900,39831.37853162,0
2017-08-28 20:00:00,4386.69,4399.82,4290.18,4386.69,85.34280100,1503964799999,370865.37393942,601,11.14986400,48727.24729572,0
2017-08-29 00:00:00,4376.99,4386.69,4314.35,4376.99,78.86207400,1503979199999,343403.76715806,618,15.82229300,69206.25729621,0
2017-08-29 04:00:00,4329.02,4404.07,4313.55,4329.02,128.45695900,1503993599999,560654.32401162,894,31.05963800,136160.41910731,0
2017-08-29 08:00:00,4368.5,4417.61,4328.12,4368.5,88.05142900,1504007999999,383494.55741863,701,16.67762100,72955.90404663,0
2017-08-29 12:00:00,4570.0,4625.85,4347.59,4570.0,128.76457100,1504022399999,578421.24775572,839,37.76182300,171204.94731794,0
2017-08-29 16:00:00,4555.55,4584.0,4496.95,4555.55,127.21423000,1504036799999,576878.63766550,751,25.85803400,117677.81217246,0
2017-08-29 20:00:00,4587.48,4624.99,4535.09,4587.48,52.19576500,1504051199999,239631.20182038,356,16.26315800,74776.68074603,0
2017-08-30 00:00:00,4583.61,4619.99,4527.45,4583.61,119.42503000,1504065599999,547729.40792655,771,12.76524800,58703.78257008,0
2017-08-30 04:00:00,4550.02,4647.51,4550.01,4550.02,149.55145100,1504079999999,687373.88670707,787,31.59110200,145750.54088494,0
2017-08-30 08:00:00,4498.35,4597.0,4416.01,4498.35,176.15182800,1504094399999,794966.16105540,1337,57.17184000,258275.01388180,0
2017-08-30 12:00:00,4546.77,4592.76,4416.16,4546.77,163.01348100,1504108799999,740107.03804100,1200,58.28380700,265961.08849956,0
2017-08-30 16:00:00,4536.82,4609.92,4532.8,4536.82,84.84527800,1504123199999,387465.99565689,721,16.29861500,74755.97196937,0
2017-08-30 20:00:00,4555.14,4579.91,4516.87,4555.14,115.48170300,1504137599999,526072.19727432,735,19.95164000,91173.83970308,0
2017-08-31 00:00:00,4593.66,4606.0,4555.14,4593.66,109.65088100,1504151999999,502542.55326566,814,21.24280200,97476.01131777,0
2017-08-31 00:00:00,4593.66,4606.0,4555.14,4593.66,109.65088100,1504151999999,502542.55326566,814,21.24280200,97476.01131777,0
2017-08-31 04:00:00,4592.16,4628.12,4572.64,4592.16,102.99892500,1504166399999,473170.50313892,630,10.38480200,47821.15132303,0
2017-08-31 08:00:00,4656.67,4678.57,4572.64,4656.67,111.87481100,1504180799999,516656.43133365,652,21.14636300,97933.04863915,0
2017-08-31 12:00:00,4648.82,4685.55,4631.41,4648.82,106.99719500,1504195199999,499150.40445549,899,30.60983300,143098.32887941,0
2017-08-31 16:00:00,4698.77,4745.42,4638.98,4698.77,66.80316300,1504209599999,313070.97548359,603,29.56175300,138691.07484036,0
2017-08-31 20:00:00,4724.89,4724.89,4666.84,4724.89,58.63182700,1504223999999,275287.85633453,563,19.00177200,89322.91890262,0
2017-09-01 00:00:00,4714.73,4767.0,4689.89,4714.73,75.64797800,1504238399999,357791.71792980,623,23.54104800,111765.17181294,0
2017-09-01 04:00:00,4707.5,4734.99,4654.88,4707.5,101.22613400,1504252799999,475248.79840836,541,11.09909400,52212.74541346,0
2017-09-01 08:00:00,4775.0,4798.46,4708.09,4775.0,130.96665500,1504267199999,621598.36937374,810,27.87413500,132414.87942116,0
2017-09-01 12:00:00,4803.83,4839.92,4725.81,4803.83,68.88771200,1504281599999,328391.46774726,518,16.25931100,77822.23938244,0
2017-09-01 16:00:00,4813.24,4815.67,4738.94,4813.24,96.95162300,1504295999999,463263.55204882,893,14.84757000,71123.26954435,0
2017-09-01 20:00:00,4834.91,4885.55,4760.01,4834.91,86.98626400,1504310399999,418871.65373818,615,25.03894500,120916.12532299,0
2017-09-02 00:00:00,4788.07,4939.19,4764.88,4788.07,145.53852800,1504324799999,706334.73106411,1036,57.07112200,277235.82578057,0
2017-09-02 04:00:00,4697.71,4814.49,4473.35,4697.71,178.76960800,1504339199999,829631.97200522,1708,91.28187900,423365.20995340,0
2017-09-02 08:00:00,4630.01,4709.4,4549.77,4630.01,142.23987600,1504353599999,657144.19168782,1097,45.67762000,211553.37352716,0
2017-09-02 12:00:00,4460.19,4675.0,4354.61,4460.19,187.30448500,1504367999999,843199.13422133,1300,75.69250900,340724.58123853,0
2017-09-02 16:00:00,4509.77,4554.98,4377.43,4509.77,139.61552200,1504382399999,625129.00160315,980,42.65496300,190833.32959699,0
2017-09-02 20:00:00,4472.14,4509.96,4286.87,4472.14,135.68057600,1504396799999,596284.91423537,1354,66.82177000,294621.76532070,0
2017-09-03 00:00:00,4569.54,4618.4,4467.88,4569.54,112.56875800,1504411199999,512530.06458622,1012,47.18065700,215101.88523211,0
2017-09-03 04:00:00,4620.87,4714.76,4584.78,4620.87,119.75288400,1504425599999,558337.04935228,937,42.73811300,199571.64851088,0
2017-09-03 08:00:00,4486.0,4674.86,4456.8,4486.0,103.21351900,1504439999999,471069.62343805,1042,33.16705200,151307.81697271,0
2017-09-03 12:00:00,4384.15,4557.25,4298.33,4384.15,170.27151900,1504454399999,746548.00705860,1470,72.89517000,320462.29227562,0
2017-09-03 16:00:00,4529.0,4530.0,4345.01,4529.0,106.29429700,1504468799999,475155.63765136,903,32.21492800,144105.38291622,0
2017-09-03 20:00:00,4509.08,4583.84,4445.15,4509.08,79.11522100,1504483199999,357412.37021530,658,30.73861600,139095.66568940,0
2017-09-04 00:00:00,4340.51,4527.49,4340.5,4340.51,81.33112200,1504497599999,359550.90608499,773,25.24894400,111946.49421763,0
2017-09-04 04:00:00,4186.96,4493.15,4052.0,4186.96,275.91359400,1504511999999,1189009.11616251,1616,101.98017200,441055.13826096,0
2017-09-04 08:00:00,4153.0,4437.68,4075.0,4153.0,464.68003800,1504526399999,1991735.49125297,2493,216.54128300,930426.87802512,0
2017-09-04 12:00:00,4015.03,4311.14,4014.76,4015.03,276.24122700,1504540799999,1148497.80654432,1997,122.46421800,512214.60380079,0
2017-09-04 16:00:00,4203.67,4224.99,3972.51,4203.67,155.04256600,1504555199999,629753.80805287,1131,60.25440300,245807.07461521,0
2017-09-04 20:00:00,4100.11,4300.95,4100.11,4100.11,141.43606700,1504569599999,591400.36199208,1307,52.11183100,218912.42399693,0
2017-09-05 00:00:00,3988.04,4121.33,3603.0,3988.04,286.73729500,1504583999999,1124065.32804944,2349,124.31296500,491199.97879329,0
2017-09-05 04:00:00,4190.4,4190.4,3943.1,4190.4,213.83442100,1504598399999,863207.89625731,2062,81.51473100,329482.20367227,0
2017-09-05 08:00:00,4246.82,4248.6,4050.0,4246.82,222.11440900,1504612799999,920695.13763823,1777,98.20795900,407817.47862320,0
2017-09-05 12:00:00,4151.0,4298.0,4116.65,4151.0,245.07646500,1504627199999,1038279.28745130,1804,107.77447300,457049.63742323,0
2017-09-05 16:00:00,4442.48,4459.55,4096.06,4442.48,125.58457500,1504641599999,540714.49592313,1091,65.68710100,282354.63357668,0
2017-09-05 20:00:00,4366.47,4484.99,4351.01,4366.47,135.59099200,1504655999999,596491.04143130,1001,55.97883600,246393.90752379,0
2017-09-06 00:00:00,4430.02,4522.81,4365.73,4430.02,187.42056900,1504670399999,836042.03160931,2090,95.93009600,429028.95978482,0
2017-09-06 04:00:00,4461.29,4505.96,4335.26,4461.29,166.30794200,1504684799999,734060.92994898,1510,79.00881300,349102.46296538,0
2017-09-06 08:00:00,4548.13,4597.79,4469.82,4548.13,175.29482000,1504699199999,793406.98682728,1753,98.25274600,445363.81861372,0
2017-09-06 12:00:00,4619.43,4619.47,4422.28,4619.43,261.59679700,1504713599999,1185456.99647709,2560,144.11303000,653752.68879593,0
2017-09-06 16:00:00,4619.43,4619.43,4619.43,4619.43,0.00000000,1504713600000,0.00000000,0,0.00000000,0.00000000,0
2017-09-06 20:00:00,4619.77,4662.87,4610.0,4619.77,16.74359800,1504742399999,77379.11058057,43,5.61837800,25983.81075555,0
2017-09-07 00:00:00,4484.03,4661.93,4438.19,4484.03,87.17508600,1504756799999,393294.50278117,411,39.45666600,178328.66087398,0
2017-09-07 04:00:00,4510.25,4561.9,4452.0,4510.25,65.94424700,1504771199999,297836.04453649,431,26.34609700,119226.85336529,0
2017-09-07 08:00:00,4613.94,4649.92,4458.0,4613.94,92.51027700,1504785599999,422327.08597411,572,51.49474800,235606.92564684,0
2017-09-07 12:00:00,4755.0,4759.25,4587.65,4755.0,165.20968200,1504799999999,771294.05530707,986,80.05145100,373949.59684327,0
2017-09-07 16:00:00,4754.21,4788.59,4672.35,4754.21,52.12825200,1504814399999,246704.49904326,326,28.62136500,135702.13251973,0
2017-09-07 20:00:00,4691.61,4752.12,4586.13,4691.61,37.46243100,1504828799999,174338.94874105,344,14.71362200,68485.07432555,0
2017-09-08 00:00:00,4605.05,4735.39,4586.13,4605.05,45.90090300,1504843199999,212248.66521330,371,18.61278000,86010.83814007,0
2017-09-08 04:00:00,4619.01,4633.47,4587.08,4619.01,44.83000000,1504857599999,206873.49632987,382,16.55932100,76532.17866644,0
2017-09-08 08:00:00,4647.53,4699.77,4611.48,4647.53,36.30542500,1504871999999,169014.14200082,254,20.44651500,95238.48820084,0
2017-09-08 12:00:00,4348.65,4690.83,4028.93,4348.65,492.15534100,1504886399999,2109067.74588639,1609,216.28386400,921629.97331233,0
2017-09-08 16:00:00,4190.01,4396.49,4190.0,4190.01,225.12769600,1504900799999,965859.39445523,938,96.35146100,414479.93040649,0
2017-09-08 20:00:00,4282.8,4334.15,4060.0,4282.8,287.93568100,1504915199999,1203463.78250776,1179,97.70817800,410385.88069138,0
2017-09-09 00:00:00,4242.01,4338.28,4150.06,4242.01,204.10096800,1504929599999,863722.63956162,990,100.62014100,426091.93190436,0
2017-09-09 04:00:00,4321.52,4426.62,4200.02,4321.52,119.28349000,1504943999999,515861.57125896,694,62.31486700,270453.83645174,0
2017-09-09 08:00:00,4327.63,4345.38,4262.75,4327.63,59.71621000,1504958399999,257308.09212237,390,20.14807200,86958.79568024,0
2017-09-09 12:00:00,4276.0,4400.6,4245.94,4276.0,124.77800000,1504972799999,538079.14939324,608,59.21518300,256216.57508695,0
2017-09-09 16:00:00,4253.7,4281.32,4159.64,4253.7,100.39021500,1504987199999,424639.00316748,580,32.87765600,139122.59689959,0
2017-09-09 20:00:00,4258.81,4300.0,4241.25,4258.81,50.51406900,1505001599999,215773.01018331,515,12.81388600,54783.27172121,0
2017-09-10 00:00:00,4144.0,4279.7,4087.62,4144.0,97.96286900,1505015999999,408289.85255180,578,30.25345200,125781.53462997,0
2017-09-10 04:00:00,3988.95,4149.0,3801.0,3988.95,208.62893500,1505030399999,833080.28133361,834,67.29795000,269292.94132440,0
2017-09-10 08:00:00,4098.79,4100.0,3900.05,4098.79,105.95262300,1505044799999,426297.26514777,510,73.40090700,295505.69053673,0
2017-09-10 12:00:00,4094.93,4135.48,4043.17,4094.93,80.23849700,1505059199999,328349.09300526,448,49.59645200,203050.35686600,0
2017-09-10 16:00:00,4274.32,4283.0,4072.45,4274.32,103.90989800,1505073599999,437468.94007686,528,51.88642800,218825.11185864,0
2017-09-10 20:00:00,4130.37,4274.32,4100.0,4130.37,63.68045300,1505087999999,266886.37607681,537,19.35169800,81428.40128875,0
2017-09-11 00:00:00,4312.05,4334.43,4098.91,4312.05,234.25515700,1505102399999,995569.74979276,1117,116.41659300,494715.39720597,0
2017-09-11 04:00:00,4178.73,4325.99,4101.32,4178.73,191.22518800,1505116799999,803505.46020881,889,75.22658800,316318.58864925,0
2017-09-11 08:00:00,4191.53,4221.63,4115.39,4191.53,69.23985700,1505131199999,289675.95585684,581,38.76371100,162392.34254617,0
2017-09-11 12:00:00,4251.29,4313.18,4174.97,4251.29,88.42250700,1505145599999,375730.14714415,601,46.17504700,196230.78117173,0
2017-09-11 16:00:00,4182.27,4280.0,4158.84,4182.27,86.75553000,1505159999999,366294.16517112,635,30.70605800,129715.79875302,0
2017-09-11 20:00:00,4208.47,4225.0,4158.85,4208.47,30.09082600,1505174399999,126067.28432779,405,14.91033300,62496.80491792,0
2017-09-12 00:00:00,4294.25,4305.01,4201.9,4294.25,92.67635300,1505188799999,394677.90182919,1052,59.71360100,254600.82702814,0
2017-09-12 04:00:00,4361.0,4394.59,4279.77,4361.0,152.58768400,1505203199999,662988.89908967,1382,91.32115500,396496.93530567,0
2017-09-12 08:00:00,4340.1,4373.67,4228.5,4340.1,99.70079600,1505217599999,429374.12544912,782,35.23525000,151947.37555851,0
2017-09-12 12:00:00,4258.72,4345.92,4230.0,4258.72,189.74054300,1505231999999,808614.91910202,1327,66.54222600,283487.55445665,0
2017-09-12 16:00:00,4165.5,4280.0,4040.8,4165.5,284.98242900,1505246399999,1180531.31083914,1406,172.82632700,715770.32853057,0
2017-09-12 20:00:00,4163.72,4202.53,4101.69,4163.72,59.94251400,1505260799999,249003.46698038,552,26.14211100,108712.24549112,0
2017-09-13 00:00:00,3936.84,4165.38,3916.0,3936.84,186.04492700,1505275199999,748504.10483702,1105,70.73913800,285159.87154159,0
2017-09-13 04:00:00,3933.76,3991.01,3796.8,3933.76,193.79314600,1505289599999,756284.45117731,793,99.69416900,390072.48761102,0
2017-09-13 08:00:00,3832.0,3970.0,3820.0,3832.0,136.03347600,1505303999999,527009.53039618,805,36.66100400,143385.52899131,0
2017-09-13 12:00:00,3795.0,3976.19,3760.0,3795.0,208.44724500,1505318399999,800215.07967988,1422,57.00622000,220783.78950197,0
2017-09-13 16:00:00,3879.81,3991.01,3765.13,3879.81,136.24608900,1505332799999,531095.39018083,584,69.01433300,269090.55296143,0
2017-09-13 20:00:00,3944.69,3991.01,3845.03,3944.69,52.89766200,1505347199999,207257.36944547,310,29.93854900,117494.21030593,0
2017-09-14 00:00:00,3806.0,3993.0,3800.02,3806.0,112.91651400,1505361599999,438156.27108047,454,44.56770300,173961.11367705,0
2017-09-14 04:00:00,3869.99,3890.0,3800.0,3869.99,110.94663500,1505375999999,425836.36189146,816,51.91166100,199434.31389752,0
2017-09-14 08:00:00,3481.02,3889.98,3418.0,3481.02,473.81776300,1505390399999,1733255.43633448,2435,176.95688000,654600.28575879,0
2017-09-14 12:00:00,3518.0,3666.0,3395.0,3518.0,423.17729000,1505404799999,1489372.27534429,2146,255.15907400,898900.67534330,0
2017-09-14 16:00:00,3370.0,3533.97,3263.0,3370.0,326.16051500,1505419199999,1106714.97380294,1686,132.86548400,453546.64740594,0
2017-09-14 20:00:00,3189.02,3450.0,3165.13,3189.02,218.00282600,1505433599999,720926.08615461,1529,99.69317400,331129.40026809,0
2017-09-15 00:00:00,3370.0,3460.0,3152.01,3370.0,251.70264800,1505447999999,847379.59733367,1731,119.92117500,404677.17480693,0
2017-09-15 04:00:00,3148.0,3380.0,3031.0,3148.0,304.93512600,1505462399999,965684.24154397,1434,101.99236800,324432.42955703,0
2017-09-15 08:00:00,2919.0,3148.0,2817.0,2919.0,364.65350500,1505476799999,1079492.71677013,1709,188.23582300,557622.43204406,0
2017-09-15 12:00:00,3830.0,3856.0,2870.9,3830.0,682.85976000,1505491199999,2362499.27091550,3101,407.53362500,1405140.37899089,0
2017-09-15 16:00:00,3702.66,3839.98,3483.0,3702.66,245.94793000,1505505599999,892142.32001716,1425,100.03615900,363707.01479934,0
2017-09-15 20:00:00,3700.0,3799.9,3658.04,3700.0,118.76752300,1505519999999,441569.04011403,1045,48.40309500,180746.23818481,0
2017-09-16 00:00:00,3770.0,3950.0,3658.04,3770.0,170.70604100,1505534399999,649331.15746060,1698,97.83620400,372528.56541642,0
2017-09-16 04:00:00,3847.9,3935.93,3753.23,3847.9,257.80477800,1505548799999,985971.08398530,1488,117.80815600,451013.59328554,0
2017-09-16 08:00:00,3630.06,3850.0,3470.66,3630.06,408.64999300,1505563199999,1492553.71555960,2008,171.66154200,626249.40092848,0
2017-09-16 12:00:00,3567.11,3800.0,3531.01,3567.11,210.07850100,1505577599999,766451.69427410,1722,87.83475400,320517.78618056,0
2017-09-16 16:00:00,3664.0,3714.99,3531.05,3664.0,172.87763300,1505591999999,626059.51856367,1209,122.23835600,442886.48677809,0
2017-09-16 20:00:00,3714.95,3715.0,3600.6,3714.95,77.44700700,1505606399999,284511.07736956,684,27.50883000,101340.20012999,0
2017-09-17 00:00:00,3580.0,3709.94,3580.0,3580.0,125.95759900,1505620799999,456179.25320811,955,33.82690200,122953.25761938,0
2017-09-17 04:00:00,3559.0,3604.79,3550.0,3559.0,85.89339800,1505635199999,305999.53271408,821,19.98146900,71300.92511414,0
2017-09-17 08:00:00,3499.03,3609.39,3499.02,3499.03,160.75557200,1505649599999,568689.56449441,1576,57.23650000,203022.56335512,0
2017-09-17 12:00:00,3637.33,3660.0,3499.03,3637.33,135.94399000,1505663999999,491585.18123360,1076,81.11483700,293709.53596260,0
2017-09-17 16:00:00,3720.0,3748.21,3638.05,3720.0,85.07421700,1505678399999,315462.37170888,992,42.29016900,157034.03456378,0
2017-09-17 20:00:00,3699.99,3739.0,3679.15,3699.99,88.54643400,1505692799999,328574.37523558,935,39.48209900,146823.31384447,0
2017-09-18 00:00:00,3830.0,3850.0,3690.0,3830.0,129.76367800,1505707199999,491232.77865682,1272,59.40041700,224747.15241752,0
2017-09-18 04:00:00,3950.32,4000.0,3760.0,3950.32,227.68471300,1505721599999,885643.34212919,1647,103.43735600,406387.67516436,0
2017-09-18 08:00:00,3929.33,3976.58,3848.33,3929.33,150.27891500,1505735999999,590682.93559886,1170,55.52643100,219172.29977782,0
2017-09-18 12:00:00,4030.33,4123.2,3890.0,4030.33,291.97629100,1505750399999,1179529.36972604,2225,129.15852100,520975.78782388,0
2017-09-18 16:00:00,3969.48,4048.99,3928.33,3969.48,113.49421300,1505764799999,450874.49343967,1062,42.11152100,167544.71404805,0
2017-09-18 20:00:00,4035.01,4085.0,3951.0,4035.01,116.80864500,1505779199999,471070.13760805,844,28.00447600,113035.74202713,0
2017-09-19 00:00:00,3971.02,4089.97,3901.0,3971.02,163.64375100,1505793599999,652061.07838061,1271,56.41637300,224915.55362872,0
